event,value,timestamp,elapsed time
MeanHrv,109.1,2024-06-16T01:04:16.059415,1718467453.9498255
MeanHrv,122.4,2024-06-16T01:04:17.078649,1718467453.9498255
MeanHrv,122.1,2024-06-16T01:04:19.059841,1718467453.9498255
MeanHrv,116,2024-06-16T01:04:21.047140,1718467453.9498255
MeanHrv,125.6,2024-06-16T01:04:22.059776,1718467453.9498255
MeanHrv,126.6,2024-06-16T01:04:23.078743,1718467453.9498255
MeanHrv,138.7,2024-06-16T01:04:26.080930,1718467453.9498255
